Complex_Number,Phase
(4.84028053624203+7.855278337873262j),1.0185632431560652
(-3.3338329970679137-5.562164323856193j),-2.110757564130642
0j,0.0
(3.159434911636299+5.5771825890322875j),1.0553787820653207
(-4.3468840647374725-7.897767101598314j),-2.0739420252213865
(2.9889151159057246+5.5918668758678765j),1.079922474671494
0j,0.0
(-2.8219467545544163-5.6062453314603555j),-2.0371264863121317
(3.8745184483871435+7.938444796361197j),1.1167380135807483
(-2.6582248441659173-5.620344219411251j),-2.012582793705961
0j,0.0
(2.4974638335199533+5.63418812992141j),1.1535535524900005
(-3.419722831413834-7.977609453242186j),-1.9757672547967067
(2.3393954268443906+5.647800167241321j),1.1780972450961724
0j,0.0
(-2.1837666330461802-5.66120211766132j),-1.93895171588745
(2.979453508863772+8.015523180440466j),1.2149127840054272
(-2.0303380092653427-5.674414600767664j),-1.9144080232812806
0j,0.0
(1.878882071520164+5.687457206309588j),1.2517283229146818
(-2.5509947447167867-8.052419843159303j),-1.877592484372025
(1.7291818488900461+5.7003486187056325j),1.276272015520854
0j,0.0
(-1.5810295607449865-5.713106730953832j),-1.840776945462769
(2.131886176431472+8.088511315152843j),1.313087554430109
(-1.4342253990791325-5.72574874949088j),-1.816233252856598
0j,0.0
(1.288576400124633+5.73829129136293j),1.3499030933393643
(-1.7198624434093908-8.12399267761193j),-1.7794177139473433
(1.1438953911759508+5.750750474919669j),1.3744467859455367
0j,0.0
(-0.9999999999999858-5.763142005118811j),-1.742602175038086
(1.3128017224713124+8.159046651023912j),1.4112623248547915
(-0.8567117153846219-5.775481254426827j),-1.718058482431919
0j,0.0
(0.7138549883243667+5.787783340220201j),1.4480778637640443
(-0.9086805738668821-8.193847483601797j),-1.6812429435226646
(0.5712563640817891+5.800063199527836j),1.4726215563702074
0j,0.0
(0.589462800322823+9.594690692940947j),1.5094370952794745
(-0.6672024497137731-13.581217864461355j),-1.6198837120072354
(0.3540330245017953+9.612057036517843j),1.5339807878856422
0j,0.0
(-0.11817712192941288-9.629454813092309j),-1.583068173097982
(-2.6423307986078726e-14+13.630433673874878j),1.5707963267948986
(0.11839128049350978-9.64690514681321j),-1.5585244804918115
0j,0.0
(-0.35596201349440454+9.664429416879392j),1.6076118657041512
(0.6720556722409365-13.680007478489166j),-1.5217089415825553
(-0.5948297983925012+9.682049363241427j),1.6321555583103229
0j,0.0
(0.8352957310376555-9.699787196063514j),-1.4848934026733018
(-1.3523052581927608+13.730185702490283j),1.6689710972195793
(1.0776688328411055-9.717665710134376j),-1.4603497100671317
0j,0.0
(-1.3222676862355378+9.73570840550606j),1.7057866361288327
(2.0442518796987823-13.781226751669553j),-1.423534171157876
(-1.5694221734639933+9.753939615754689j),1.7303303287350034
0j,0.0
(1.819475339541162-9.772384645400761j),-1.38671863224862
(-2.751635638325126+13.833406512492841j),1.7671458676442584
(2.072785402615812-9.791069918202378j),-1.3621749396424496
0j,0.0
(-2.3297279378598557+9.810023138248592j),1.8039614065535134
(3.478518583089656-13.88702461969676j),-1.3253594007331944
(-2.5906982645069094+9.82927346603794j),1.8285050991596845
0j,0.0
(2.8561140698708596-9.848851712037684j),-1.2885438618239395
(-4.229384383633829+13.94241180862355j),1.8653206380689416
(3.126418309231395-9.868790550592223j),-1.264000169217768
0j,0.0
(-3.402082426546223+9.88912475749709j),1.9021361769781953
(5.009258185036815-13.999938756243292j),-1.2271846303085117
(-3.683609948253528+9.909891475093751j),1.9266798695843659
0j,0.0
(3.971540511222566-9.931130509389101j),-1.1903690913992566
(-5.823853846770354+14.06002694215172j),1.9634954084936205
(4.26645439652869-9.952884664486785j),-1.1658253987930876
0j,0.0
(-4.568977653582277+9.975200120565662j),2.0003109474028773
(6.679758266122331-14.12316224508277j),-1.1290098598838316
(-4.879787914751244+9.998126862792134j),2.0248546400090457
0j,0.0
(5.199621019646106-10.021719169956764j),-1.0921943209745768
(-7.584666120348941+14.189912258529993j),2.0616701789183023
(5.5292785915204-10.046036173343142j),-1.0676506283684053
0j,0.0
(-5.8696367368586095+10.07114249844805j),2.098485717827558
(8.54768370512971-14.260948703217473j),-1.0308350894591503
(-6.221656074553947+10.097109004778059j),2.1230294104337264
0j,0.0
(6.586393344911774-10.124013642181051j),-0.994019550549896
(-9.579728516126863+14.33707690200637j),2.159844949342983
(6.965014903375356-10.151942446203261j),-0.9694758579437253
0j,0.0
(-7.35881247240847+10.180990700017912j),2.196660488252238
(10.694063310095695-14.419275174609169j),-0.9326603190344696
(-7.769221611402359+10.211264296847414j),2.2212041808584093
0j,0.0
(8.197843474144735-10.242881344890698j),-0.8958447801252152
(-11.907022084365604+14.508748389053354j),2.258019719767665
(8.646470563443925-10.275974067098424j),-0.8713010875190438
0j,0.0
(-9.117117372583197+10.310691061422437j),2.294835258676919
(13.239014990852404-14.607002088592287j),-0.8344855486097883
(-9.612057036517854+10.347200004370489j),2.31937895128309
0j,0.0
(10.133865420128327-10.385690903151163j),-0.7976700097005333
(-14.71594714968587+14.71594714968586j),2.3561944901923453
(10.685474471386195-10.42638003123984j),-0.7731263170943631
0j,0.0
(-11.270237198925164+10.469514721412267j),2.3930100291015997
(16.371266253798506-14.83805082238898j),-0.736310778185108
(-11.892007345713424+10.515379242827732j),2.4175537217077707
0j,0.0
(12.555237794099291-10.564302059821296j),-0.6994952392758526
(-18.248991338894335+14.976560145846516j),2.4543692606170255
(13.265103055055583-10.61666486725327j),-0.6749515466696824
0j,0.0
(-14.027653016600956+10.672913931674131j),2.4911847995262817
(20.40832018043289-15.135841810312638j),-0.6381360077604261
(-14.850007677400571+10.733574455737852j),2.515728492132452
0j,0.0
(15.740606210448329-10.799268950242848j),-0.6013204688511714
(-22.930867948964824+15.321916112446619j),2.552544031041707
(16.70952890942453-10.870740982322022j),-0.5767767762450013
0j,0.0
(-17.768918181571692+10.948886229742941j),2.589359569950962
(25.932476145210302-15.543328034695792j),-0.5399612373357459
(-18.933536064954527+11.034793605851553j),2.6139032625571326
0j,0.0
(20.221512880640446-11.12980048347472j),-0.5031456984264904
(-29.583355763306937+15.812633094281587j),2.6507188014663883
(21.65536810810507-11.23556799921414j),-0.4786020058203202
0j,0.0
(-23.263426424128667+11.354185506750568j),2.6875343403756435
(34.14434347601671-16.149071760090496j),-0.4417864669110647
(-25.081819674495407+11.48831825114813j),2.7120780329818137
0j,0.0
(27.157378596222834-11.641420675100699j),-0.4049709280018092
(-40.036623503246716+16.5837124466702j),2.748893571891069
(29.551912551326524-11.818052111060128j),-0.38042723539563894
0j,0.0
(-32.34872214940962+12.024357181139257j),2.7857091108003247
(47.98750802692345-17.170204923659856j),-0.34361169648638357
(-35.662833352326814+12.268820710024626j),2.8102528034064944
0j,0.0
(39.65769520631027-12.563499423694433j),-0.3067961575771283
(-59.37058962569425+18.009871466766832j),2.84706834231575
(44.57366418958555-12.926123081127725j),-0.2822524649709581
0j,0.0
(-50.779276017322374+13.383876509849717j),2.8838838812250054
(77.12900996010345-19.319811247471236j),-0.24543692606170261
(-58.869845243327674+13.980672749499021j),2.908427573831176
0j,0.0
(69.8736280369285-14.792360531865494j),-0.20862138715244716
(-108.9145704282884+21.66445504602933j),2.9452431127404313
(85.73286863061166-15.962208398636289j),-0.184077694546277
0j,0.0
(-110.60949678085446+17.79721873233432j),2.9820586516496865
(182.78328094654432-27.11333848470486j),-0.14726215563702158
(-155.32449908016875+21.095595457468228j),3.0066023442558567
0j,0.0
(259.55477542752595-28.78408253965885j),-0.11044661672776625
(-551.2374812810151+54.29215311443569j),3.0434178831651124
(780.3922728780469-67.20336445467163j),-0.08590292412159589
(-867.6268315105553+64j),3.0679615757712826
(781.80648644042-48.03133895153065j),-0.06135923151542565
(-553.2374812810151+27.178814629730923j),3.0925052683774528
(260.96898898989906-9.612057036517822j),-0.03681553890925531
0j,0.0
(-156.73871264254183+1.9235699543272506j),3.129320807286708
(184.78328094654432+8.881784197001252e-15j),4.806595137560443e-17
(-112.02371034322755-1.3748067708067042j),-3.129320807286708
0j,0.0
(87.14708219298478+3.209817104504709j),0.03681553890925544
(-110.9145704282884-5.448883438675514j),-3.0925052683774528
(71.28784159930159+4.379664971275503j),0.061359231515425695
0j,0.0
(-60.28405880570075-5.191352753641972j),-3.0556897294681975
(79.12900996010345+7.79352723723362j),0.09817477042468109
(-52.19348957969549-5.788148993291273j),-3.0311460368620273
0j,0.0
(45.987877751958656+6.245902422013268j),0.13499030933393644
(-61.370589625694265-9.103467017938016j),-2.9943304979527716
(41.07190876868336+6.608526079446564j),0.15953400194010678
0j,0.0
(-37.07704691469992-6.90320479311637j),-2.9575149590435164
(49.98750802692345+9.943133561044998j),0.19634954084936204
(-33.76293571178267-7.147668322001745j),-2.9329712664373457
0j,0.0
(30.966126113699598+7.353973392080867j),0.2331650797586175
(-42.036623503246695-10.529626038034653j),-2.8961557275280905
(28.571592158595926+7.530604828040294j),0.2577087723647878
0j,0.0
(-26.49603323686849-7.683707251992866j),-2.859340188618835
(36.14434347601674+10.964266724614358j),0.29452431127404305
(-24.67763998650175-7.8178399963904255j),-2.834796496012665
0j,0.0
(23.069581670478165+7.936457503926854j),0.33133985018329865
(-31.58335576330694-11.300705390423266j),-2.7979809571034098
(21.635726443013546+8.042225019666274j),0.3558835427894688
0j,0.0
(-20.347749627327637-8.137231897289439j),-2.7611654181941545
(27.93247614521033+11.570010450009061j),0.3926990816987239
(-19.183131743944813-8.22313927339805j),-2.736621725587984
0j,0.0
(18.123742471797655+8.301284520818967j),0.4295146206079792
(-24.930867948964814-11.791422372258236j),-2.6998061866787286
(17.154819772821412+8.372756552898148j),0.45405831321415013
0j,0.0
(-16.264221239773658-8.438451047403142j),-2.662990647769473
(22.40832018043289+11.977496674392214j),0.4908738521234045
(-15.44186657897407-8.499111571466859j),-2.6384469551633036
0j,0.0
(14.679316617428679+8.55536063588772j),0.5276893910326608
(-20.24899133889435-12.136778338858335j),-2.601631416254047
(13.969451356472389+8.607723443319697j),0.552233083638831
0j,0.0
(-13.306220908086523-8.65664626031326j),-2.564815877344792
(18.371266253798524+12.275287662315874j),0.589048622548086
(-12.684450761298299-8.702510781728723j),-2.540272184738623
0j,0.0
(12.099688033759303+8.745645471901154j),0.625864161457341
(-16.715947149685856-12.397391335018991j),-2.5034566458293663
(11.548078982501416+8.786334599989829j),0.650407854063512
0j,0.0
(-11.02627059889095-8.824825498770505j),-2.4666411069201115
(15.239014990852446+12.506336396112562j),0.6872233929727652
(-10.531330934956314-8.861334441718554j),-2.4420974143139413
0j,0.0
(10.060684125816998+8.89605143604257j),0.7240389318820234
(-13.907022084365563-12.604590095651501j),-2.4052818754046847
(9.612057036517829+8.929144158250296j),0.7485826244881937
0j,0.0
(-9.18343517377545-8.96076120629358j),-2.368466336495431
(12.694063310095682+12.694063310095688j),0.7853981633974485
(-8.773026034781576-8.991034803123082j),-2.34392264388926
0j,0.0
(8.379228465748447+9.020083056937732j),0.822213702306704
(-11.579728516126863-12.776261582698481j),-2.3071071049800045
(8.000606907284878+9.04801186095994j),0.8467573949128738
0j,0.0
(-7.635869636927048-9.074916498362937j),-2.2702915660707483
(10.547683705129694+12.852389781487382j),0.8835729338221293
(-7.283850299231711-9.100883004692943j),-2.24574787346458
0j,0.0
(6.943492153893493+9.125989329797852j),0.9203884727313841
(-9.584666120348928-12.923426226174858j),-2.2089323345553233
(6.613834582019205+9.150306333184231j),0.944932165337555
0j,0.0
(-6.294001477124354-9.173898640348856j),-2.1721167956460685
(8.679758266122318+12.990176239622084j),0.9817477042468107
(-5.983191215955365-9.196825382575332j),-2.147573103039898
0j,0.0
(5.680667958901781+9.219140838654209j),1.0185632431560665
(-7.8238538467703655-13.053311542553132j),-2.1107575641306426
(5.385754073595647+9.240894993751892j),1.043106935762236
0j,0.0
(-5.097823510626622-9.262134028047242j),-2.0739420252213874
(7.009258185036781+13.113399728461562j),1.0799224746714922
(-4.816295988919287-9.282900745643907j),-2.049398332615214
0j,0.0
(4.540631871604487+9.303234952548772j),1.1167380135807468
(-6.229384383633779-13.170926676081308j),-2.0125827937059597
(4.270327632243962+9.32317379110331j),1.1412817061869174
0j,0.0
(-4.00491182688002-9.342752037103052j),-1.9757672547967076
(5.478518583089673+13.226313865008091j),1.1780972450961718
(-3.7439415002329604-9.362002364892401j),-1.951223562190536
0j,0.0
(3.486998964988902+9.380955584938615j),1.2149127840054283
(-4.751635638325137-13.279931972212012j),-1.9144080232812808
(3.233688901914265+9.399640857740232j),1.2394564766115976
0j,0.0
(-2.983635735837102-9.418085887386304j),-1.8775924843720262
(4.044251879698802+13.332111733035298j),1.2762720155208531
(-2.7364812486086305-9.436317097634934j),-1.8530487917658542
0j,0.0
(2.4918823952142057+9.454359793006617j),1.3130875544301097
(-3.3523052581927377-13.383152782214571j),-1.816233252856599
(2.2495092934107506+9.472238307077482j),1.3376312470362803
0j,0.0
(-2.00904336076559-9.489976139899566j),-1.7794177139473437
(2.6720556722409183+13.433331006215688j),1.3744467859455352
(-1.7701755758674875-9.507596086261602j),-1.7548740213411715
0j,0.0
(1.5326048428665804+9.525120356327786j),1.4112623248547924
(-1.9999999999999782-13.482904810829979j),-1.7180584824319165
(1.296036440443694+9.542570690048684j),1.4358060174609595
0j,0.0
(-1.0601805378712998-9.55996846662315j),-1.6812429435226637
(1.3327975502862268+13.5321206202435j),1.4726215563702139
(-0.8247507620503204-9.577334810200043j),-1.656699250916501
0j,0.0
(-0.4001205160798687-8.14464021115749j),-1.6198837120072338
(0.42456238470801944+11.52694120305975j),1.533980787885643
(-0.20024114838254975-8.15692007046513j),-1.5953400194010658
0j,0.0
(3.941291737419306e-15+8.169222156258503j),1.5707963267948961
(0.14189104417463577-11.561742035637636j),-1.5585244804918095
(-0.20084605920622067+8.18156140556652j),1.5953400194010667
0j,0.0
(0.40254309489343815-8.193952935765662j),-1.5217089415825569
(-0.7124648484288005+11.596796009049616j),1.632155558310323
(0.6053413248207596-8.2064121193224j),-1.4971652489763854
0j,0.0
(-0.8094963787099394+8.218954661194449j),1.6689710972195766
(1.2899952676047302-11.632277371508703j),-1.460349710067129
(-1.0152706150671058+8.231596679731496j),1.6935147898257465
0j,0.0
(1.2229345096848132-8.244354791979697j),-1.4235341711578753
(-1.8774564445293438+11.668368843502241j),1.7303303287350025
(1.432768131870025-8.257246204375742j),-1.3989904785517047
0j,0.0
(-1.6450627260942148+8.270288809917664j),1.7671458676442584
(2.478023717298914-11.705265506221082j),-1.3621749396424496
(-1.8601224187866914+8.283501293024008j),1.791689560250429
0j,0.0
(2.0782660724516666-8.296903243444007j),-1.3253594007331946
(-3.0951457566961156+11.74317923341936j),1.828505099159684
(2.2998293122588067-8.31051528076392j),-1.3008157081270237
0j,0.0
(-2.5251667538292812+8.324359191274077j),1.8653206380689387
(3.732629188496187-11.782343890300352j),-1.2640001692177665
(-2.7546544652322793+8.338458079224974j),1.8898643306751104
0j,0.0
(2.9886927013626714-8.352836534817456j),-1.2271846303085128
(-4.394740349943461+11.823021585063236j),1.9266798695843668
(3.2277089550714906-8.367520821653043j),-1.2026409377023421
0j,0.0
(-3.4721613768872173+8.382539086829137j),1.9634954084936218
(5.0863302953038705-11.865510348788282j),-1.1658253987930878
(-3.722542624180927+8.397921597417692j),1.9880391010997907
0j,0.0
(3.9793842115405984-8.41370100773634j),-1.1290098598838312
(-5.812991286050708+11.910153749623097j),2.024854640009047
(4.243261447372987-8.429912662635193j),-1.1044661672776623
0j,0.0
(-4.514799057907231+8.446594943015139j),2.0616701789183014
(6.58125608644133-11.957353136775922j),-1.067650628368406
(-4.794677619542348+8.463789661007784j),2.086213871524473
0j,0.0
(5.0836409447784465-8.481542513740138j),-1.0308350894591503
(-7.3988559217047625+12.00758348852582j),2.123029410433728
(5.382504596966864-8.499903606449807j),-1.0062913968529814
0j,0.0
(-5.692165746328824+8.518928058002832j),2.159844949342982
(8.275059721916614-12.061414254128966j),-0.969475857943725
(-6.013614626099258+8.538676704717366j),2.184388641949153
0j,0.0
(6.347947905840884-8.559216921971332j),-0.9326603190344702
(-9.221127538720431+12.119537210088223j),2.221204180858409
(6.696384372355041-8.58062358758038j),-0.9081166264282988
0j,0.0
(-7.060283401725569+8.60298021665289j),2.2580197197676632
(10.250926900328322-12.182804326756266j),-0.8713010875190431
(-7.44116682493869+8.626380304933896j),2.2825634123738348
0j,0.0
(7.840744942411099-8.65092892704282j),-0.8344855486097894
(-11.381785981332103+12.252280183976913j),2.31937895128309
(8.260947640776605-8.67674464817534j),-0.8099418560036182
0j,0.0
(-8.703961823717123+8.703961823717119j),2.3561944901923453
(12.635698172387682-12.329315975452964j),-0.773126317094363
(-9.172276708684581+8.732733382109188j),2.380738182798515
0j,0.0
(9.66873899271743-8.763234214034494j),-0.7363107781851084
(-14.041060492058099+12.415656310429119j),2.4175537217077707
(10.19662049521515-8.795665328143246j),-0.7117670855789375
0j,0.0
(-10.75970170360806+8.830258983794142j),2.454369260617026
(15.635245005930553-12.513597192303504j),-0.6749515466696827
(-11.362375766459383+8.867285080011257j),2.4789129532231957
0j,0.0
(12.009779025540642-8.907059174898647j),-0.6381360077604267
(-17.46851049663642+12.62622633736618j),2.5157284921324523
(12.707956344235129-8.949952642814434j),-0.6135923151542565
0j,0.0
(-13.464072562062515+8.996405665365538j),2.552544031041707
(19.610148066489682-12.75780073820967j),-0.5767767762450009
(-14.286685826436376+9.046944023913909j),2.577087723647877
0j,0.0
(15.18610501470026-9.102201058282736j),-0.5399612373357461
(-22.158506897688326+12.91436260986761j),2.6139032625571326
(16.174863065069005-9.16294674648308j),-0.5154175447295757
0j,0.0
(-17.26835258070194+9.230126753909783j),2.650718801466388
(25.25809575410775-13.104790043708572j),-0.47860200582032003
(-18.485692550702137+9.30491568151838j),2.675262494072558
0j,0.0
(19.850930564060103-9.388790925464836j),-0.4417864669110645
(-29.130364403697317+13.34268810575541j),2.7120780329818137
(21.39474247927287-9.483637098607511j),-0.4172427743048944
0j,0.0
(-23.15688749022842+9.591896860800475j),2.748893571891069
(34.132897333234595-13.650025482615497j),-0.380427235395639
(-25.18984161086491+9.716794146938101j),2.7734372644972396
0j,0.0
(27.564326877586673-9.86267386098422j),-0.3436116964863835
(-40.88318100353385+14.064738290209775j),2.810252803406495
(30.378000081868436-10.035535680011856j),-0.31906800388021345
0j,0.0
(-33.76962910851864+10.243904996719106j),2.84706834231575
(50.547392526798895-14.658472196776192j),-0.2822524649709581
(-37.94327608486226+10.500318643908855j),2.8716120349219203
0j,0.0
(43.21182703164633-10.823999197469568j),-0.24543692606170253
(-65.62425277256172+15.584739498658287j),2.9084275738311756
(50.08070271045875-11.245997865512223j),-0.2208932334555323
0j,0.0
(-59.42289037297241+11.819947800629826j),2.9452431127404313
(92.61012448793639-17.24265302808571j),-0.184077694546277
(-72.88735114888885+12.647155160180073j),2.9697868053466014
0j,0.0
(94.00755435076321-13.944703410685332j),-0.14726215563702155
(-155.32449908016878+21.095595457468228j),3.0066023442558567
(131.97049406390033-16.27700795993541j),-0.12271846303085131
0j,0.0
(-220.4617720195994+21.713589312817554j),3.0434178831651124
(468.1413139093198-40.31391958676311j),-0.08590292412159595
(-662.6516747216406+48.88012408324078j),3.0679615757712826
(736.6132931774553-45.254833995939045j),-0.06135923151542566
(-663.6516747216406+32.603116123305405j),3.0925052683774528
(469.5555274716929-17.294754174967586j),-0.036815538909255346
(-221.4617720195994+5.436581352882142j),3.117048960983623
0j,0.0
(132.97049406390033+7.105427357601002e-15j),5.3436120604217775e-17
(-156.73871264254188-1.9235699543272355j),-3.129320807286708
(95.00755435076321+2.3323045492500816j),0.02454369260617026
0j,0.0
(-73.88735114888888-3.629852799755337j),-3.0925052683774528
(94.0243380503095+5.776512383709781j),0.061359231515425695
(-60.42289037297239-4.457060159305582j),-3.0679615757712826
0j,0.0
(51.080702710458745+5.031010094423187j),0.09817477042468106
(-67.03846633493481-7.434425913137195j),-3.031146036862027
(44.21182703164634+5.453008762465837j),0.12271846303085118
0j,0.0
(-38.943276084862276-5.776689316026554j),-2.9943304979527716
(51.96160608917201+8.360693215019293j),0.15953400194010664
(-34.769629108518636-6.0331029632163045j),-2.9697868053466014
0j,0.0
(31.378000081868446+6.241472279923555j),0.19634954084936207
(-42.29739456590694-8.954427121585706j),-2.932971266437346
(28.564326877586634+6.414334098951191j),0.22089323345553244
0j,0.0
(-26.18984161086489-6.560213812997311j),-2.8961557275280905
(35.54711089560767+9.369139929179985j),0.2577087723647878
(-24.156887490228414-6.685111099134938j),-2.8716120349219203
0j,0.0
(22.394742479272868+6.793370861327898j),0.29452431127404316
(-30.54457796607044-9.67647730604007j),-2.834796496012665
(20.850930564060093+6.888217034470576j),0.3190680038802133
0j,0.0
(-19.48569255070214-6.97209227841703j),-2.7979809571034093
(26.672309316480852+9.914375368086905j),0.35588354278946854
(-18.268352580701944-7.046881206025629j),-2.773437264497239
0j,0.0
(17.17486306506901+7.114061213452329j),0.39269908169872414
(-23.572720460061447-10.104802801927868j),-2.7366217255879843
(16.18610501470028+7.174806901652673j),0.41724277430489426
0j,0.0
(-15.286685826436399-7.230063936021503j),-2.6998061866787286
(21.024361628862767+10.26136467358581j),0.45405831321414986
(-14.464072562062507-7.280602294569873j),-2.675262494072558
0j,0.0
(13.707956344235122+7.327055317120978j),0.49087385212340534
(-18.882724059009515-10.3929390744293j),-2.6384469551633036
(13.009779025540656+7.3699487850367635j),0.5154175447295748
0j,0.0
(-12.362375766459385-7.4097228799241535j),-2.601631416254047
(17.049458568303663+10.505568219491975j),0.5522330836388312
(-11.759701703608062-7.4467489761412695j),-2.5770877236478773
0j,0.0
(11.196620495215154+7.481342631792165j),0.5890486225480861
(-15.455274054431209-10.60350910136636j),-2.540272184738622
(10.668738992717463+7.513773745900915j),0.6135923151542555
0j,0.0
(-10.172276708684592-7.544274577826222j),-2.5034566458293668
(14.049911734760768+10.689849436342518j),0.650407854063512
(-9.703961823717115-7.573046136218292j),-2.478912953223196
0j,0.0
(9.260947640776605+7.600263311760073j),0.6872233929727669
(-12.79599954370524-10.766885227818566j),-2.4420974143139427
(8.840744942411117+7.626079032892592j),0.711767085578937
0j,0.0
(-8.441166824938671-7.650627655001518j),-2.4052818754046847
(11.665140462701382+10.836361085039215j),0.7485826244881936
(-8.06028340172557-7.674027743282523j),-2.3807381827985146
0j,0.0
(7.696384372355038+7.696384372355029j),0.7853981633974477
(-10.635341101093514-10.899628201707255j),-2.3439226438892597
(7.347947905840895+7.717791037964078j),0.8099418560036181
0j,0.0
(-7.013614626099255-7.738331255218046j),-2.307107104980004
(9.689273284289708+10.957751157666515j),0.8467573949128739
(-6.692165746328833-7.758079901932581j),-2.2825634123738343
0j,0.0
(6.382504596966868+7.777104353485603j),0.8835729338221299
(-8.813069484077847-11.011581923269661j),-2.245747873464579
(6.083640944778451+7.795465446195274j),0.9081166264282986
0j,0.0
(-5.794677619542345-7.813218298927628j),-2.208932334555324
(7.995469648814417+11.061812275019559j),0.9449321653375552
(-5.5147990579072355-7.830413016920272j),-2.184388641949153
0j,0.0
(5.243261447373001+7.847095297300217j),0.9817477042468098
(-7.227204848423791-11.109011662172385j),-2.1475731030398975
(4.9793842115405935+7.863306952199073j),1.0062913968529803
0j,0.0
(-4.7225426241809245-7.879086362517719j),-2.1107575641306418
(6.500543857676978+11.153655063007196j),1.0431069357622356
(-4.472161376887207-7.894468873106273j),-2.086213871524472
0j,0.0
(4.227708955071489+7.909487138282369j),1.079922474671491
(-5.80895391231653-11.196143826732245j),-2.0493983326152163
(3.9886927013626456+7.924171425117957j),1.1044661672776641
0j,0.0
(-3.7546544652322758-7.938549880710437j),-2.012582793705961
(5.146842750869238+11.23682152149513j),1.1412817061869185
(-3.5251667538292883-7.952648768661334j),-1.9880391010997909
0j,0.0
(3.299829312258821+7.966492679171492j),1.1780972450961709
(-4.509359319069226-11.275986178376119j),-1.9512235621905365
(3.078266072451674+7.980104716491403j),1.2026409377023426
0j,0.0
(-2.860122418786686-7.993506666911403j),-1.9144080232812795
(3.8922372796720173+11.313899905574399j),1.2394564766115976
(-2.6450627260942197-8.006719150017748j),-1.8898643306751102
0j,0.0
(2.4327681318700356+8.019761755559669j),1.2762720155208522
(-3.291670006902454-11.350796568293237j),-1.853048791765855
(2.2229345096848108+8.032653167955713j),1.3008157081270242
0j,0.0
(-2.015270615067112-8.045411280203915j),-1.8162332528565985
(2.7042088299778055+11.386888040286777j),1.3376312470362792
(-1.8094963787099396-8.058053298740962j),-1.791689560250428
0j,0.0
(1.6053413248207546+8.070595840613013j),1.3744467859455347
(-2.12667841080188-11.422369402745865j),-1.754874021341173
(1.4025430948934279+8.08305502416975j),1.3989904785517069
0j,0.0
(-1.2008460592062-8.095446554368893j),-1.7180584824319156
(1.5561046065476907+11.457423376157845j),1.4358060174609617
(-1.0000000000000067-8.107785803676908j),-1.6935147898257488
0j,0.0
(0.7997588516174505+8.120087889470282j),1.4726215563702145
(-0.9896511776650757-11.492224208735731j),-1.6566992509164944
(0.599879483920172+8.132367748777918j),1.4971652489763776
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
0j,0.0
