frequency, magnitude
2.543932610380855497e+00 1.586570873989220920e-01
2.702928398529659049e+00 1.691543757955649707e-01
2.861924186678462600e+00 1.797619190915620835e-01
3.020919974827265708e+00 1.904876082812233806e-01
3.179915762976069260e+00 2.013395998963902478e-01
3.338911551124872812e+00 2.123263381655783599e-01
3.497907339273676364e+00 2.234565786231182405e-01
3.656903127422479916e+00 2.347394132645159170e-01
3.815898915571283467e+00 2.461842974863088229e-01
3.974894703720086575e+00 2.578010788961032640e-01
4.133890491868890571e+00 2.696000282798757253e-01
4.292886280017693679e+00 2.815918728593887477e-01
4.451882068166496786e+00 2.937878321283161620e-01
4.610877856315300782e+00 3.061996565149882055e-01
4.769873644464103890e+00 3.188396691601015909e-01
4.928869432612907886e+00 3.317208111463402775e-01
5.087865220761710994e+00 3.448566905344647715e-01
5.246861008910514101e+00 3.582616356152271142e-01
5.405856797059318097e+00 3.719507528415625930e-01
5.564852585208121205e+00 3.859399899298651682e-01
5.723848373356925201e+00 4.002462047391385780e-01
5.882844161505728309e+00 4.148872405330527591e-01
6.041839949654531416e+00 4.298820083906186862e-01
6.200835737803335412e+00 4.452505775671111721e-01
6.359831525952138520e+00 4.610142747492362858e-01
6.518827314100942516e+00 4.771957932632994726e-01
6.677823102249745624e+00 4.938193134311787413e-01
6.836818890398548731e+00 5.109106354703630837e-01
6.995814678547352727e+00 5.284973264804543325e-01
7.154810466696155835e+00 5.466088833312173767e-01
7.313806254844959831e+00 5.652769135118729249e-01
7.472802042993762939e+00 5.845353363048716444e-01
7.631797831142566935e+00 6.044206070314347423e-01
7.790793619291370042e+00 6.249719675305482891e-01
7.949789407440173150e+00 6.462317265349817319e-01
8.108785195588977146e+00 6.682455742230868356e-01
8.267780983737781142e+00 6.910629359035309616e-01
8.426776771886583361e+00 7.147373707001299925e-01
8.585772560035387357e+00 7.393270219939026555e-01
8.744768348184191353e+00 7.648951277459925535e-01
8.903764136332993573e+00 7.915106001557297155e-01
9.062759924481797569e+00 8.192486859257133158e-01
9.221755712630601565e+00 8.481917205706500651e-01
9.380751500779403784e+00 8.784299927356225002e-01
